mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_tfidf__max_features,param_tfidf__min_df,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.7559250990549723,0.02081299777958494,0.20377127329508463,0.01790596211839449,0.5,3000,2,"(1, 1)","{'classifier__C': 0.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6227585689029791,0.6226604418407929,0.6230109404413434,0.6228099837283718,0.0001476367850493992,1
1.5003910859425862,0.12529518927727143,0.4060649871826172,0.1738164693211783,0.5,3000,2,"(1, 2)","{'classifier__C': 0.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.622277630629643,0.620940259114616,0.6191846648972229,0.6208008515471607,0.0012665399343300533,6
1.2594653765360515,0.1358453389680276,0.30840039253234863,0.028336343900794942,0.5,3000,3,"(1, 1)","{'classifier__C': 0.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 1)}",0.6213553006627744,0.6222870537334706,0.6217592982088364,0.6218005508683605,0.0003815034142497161,3
1.5123339494069417,0.0553541038877737,0.3414069016774495,0.02878748064974804,0.5,3000,3,"(1, 2)","{'classifier__C': 0.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2)}",0.6228620236695327,0.6202301840994795,0.618110752168369,0.6204009866457937,0.0019434548878759206,7
0.8566821416219076,0.11864163807818379,0.19992240269978842,0.006641426700998644,0.5,5000,2,"(1, 1)","{'classifier__C': 0.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6201921402833486,0.6213162881606261,0.6235532053685956,0.6216872112708568,0.0013969914321126035,4
1.466860294342041,0.03018527350160227,0.34102821350097656,0.015403967761838475,0.5,5000,2,"(1, 2)","{'classifier__C': 0.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6265242775737184,0.6193704828458749,0.6166015981152949,0.6208321195116294,0.004180684012269078,5
0.7522991498311361,0.015002453376497818,0.1888605753580729,0.005201989155134615,0.5,5000,3,"(1, 1)","{'classifier__C': 0.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 1)}",0.6211286712319105,0.623151658890404,0.6230527035478391,0.6224443445567179,0.0009311982471213524,2
1.7752858797709148,0.4782822138319604,0.40746140480041504,0.08019481113493805,0.5,5000,3,"(1, 2)","{'classifier__C': 0.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2)}",0.6258100774376393,0.6186535070819037,0.6166111904947549,0.6203582583380993,0.0039441528774560785,8
1.2503503163655598,0.21739059881261058,0.23967226346333823,0.04237519887815228,1.0,3000,2,"(1, 1)","{'classifier__C': 1.0, 'tfidf__max_features': 3000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6197842359784116,0.6204197649868696,0.6179087566518082,0.6193709192056964,0.0010659624072929367,9
1.556915521621704,0.02522876003134322,0.32856305440266925,0.009705112765009257,1.0,3000,2,"(1, 2)","{'classifier__C': 1.0, 'tfidf__max_features': 3000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6203447520427131,0.6185235893857638,0.6152981249357331,0.61805548878807,0.0020866959395812496,13
0.8611128330230713,0.017587363130257522,0.198030153910319,0.00528377673491014,1.0,3000,3,"(1, 1)","{'classifier__C': 1.0, 'tfidf__max_features': 3000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 1)}",0.6185808570878344,0.6197862049225059,0.6165727477520454,0.6183132699207952,0.001325463168246996,12
1.523115634918213,0.06390589925864654,0.3288455804189046,0.017527015114786593,1.0,3000,3,"(1, 2)","{'classifier__C': 1.0, 'tfidf__max_features': 3000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2)}",0.6200383412298455,0.6181132535887549,0.6149529638788708,0.6177015195658236,0.0020964111205710474,14
0.9337220986684164,0.005780234397194863,0.19890729586283365,0.007110508316373229,1.0,5000,2,"(1, 1)","{'classifier__C': 1.0, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6169666592459458,0.6184201252930254,0.621126852443627,0.6188378789941994,0.0017238891063796288,11
2.2048656145731607,0.1958477268572103,0.43993528683980304,0.05266830091749744,1.0,5000,2,"(1, 2)","{'classifier__C': 1.0, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6179655510086433,0.6119328958245428,0.6094853933522284,0.6131279467284715,0.003563647800278852,22
0.962489128112793,0.12120128934689342,0.19351919492085776,0.004952431927724552,1.0,5000,3,"(1, 1)","{'classifier__C': 1.0, 'tfidf__max_features': 5000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 1)}",0.6173757787697128,0.6193969526788586,0.6207803240573209,0.6191843518352974,0.0013980060783977796,10
1.5497346719106038,0.04975879374674457,0.32691113154093426,0.02664382832467388,1.0,5000,3,"(1, 2)","{'classifier__C': 1.0, 'tfidf__max_features': 5000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2)}",0.618328985392354,0.612103893588236,0.6110047587027477,0.6138125458944459,0.0032249747986428934,19
0.8914825916290283,0.029893522082989232,0.21175050735473633,0.009777119291275026,1.5,3000,2,"(1, 1)","{'classifier__C': 1.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6161115060048398,0.617947976675426,0.6168621173471255,0.6169738666757971,0.0007538886148164404,15
1.6015837987263997,0.016840547754008173,0.3807822863260905,0.06094677349614489,1.5,3000,2,"(1, 2)","{'classifier__C': 1.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6153413851008714,0.6153241397120676,0.6101486794744406,0.6136047347624599,0.0024438102717195707,21
1.138637940088908,0.21253333141347175,0.2996075948079427,0.07086018620729115,1.5,3000,3,"(1, 1)","{'classifier__C': 1.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 1)}",0.6165661407144745,0.6170808557997512,0.6159051252418385,0.616517373918688,0.00048122706801184483,16
2.0937843322753906,0.4059646576245686,0.33974448839823407,0.013136883419962097,1.5,3000,3,"(1, 2)","{'classifier__C': 1.5, 'tfidf__max_features': 3000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2)}",0.6148039014230234,0.6148756832374519,0.6115291939256554,0.6137362595287102,0.001560906166165777,20
0.9663763840993246,0.0076604275186821285,0.21124656995137533,0.015086440177317025,1.5,5000,2,"(1, 1)","{'classifier__C': 1.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1)}",0.6129622542616656,0.6159970282800562,0.6185840930674765,0.6158477918697328,0.0022975307787934736,18
1.600806713104248,0.018877746362423148,0.3288162549336751,0.013693513622482336,1.5,5000,2,"(1, 2)","{'classifier__C': 1.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2)}",0.6147335393202432,0.6071403670341442,0.6048577995867411,0.608910568647043,0.004221592837914752,24
0.9290359814961752,0.014885928938143715,0.1947035789489746,0.005808220642659283,1.5,5000,3,"(1, 1)","{'classifier__C': 1.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 1)}",0.6132484564363042,0.6163195392230876,0.6187529319822974,0.616106975880563,0.0022522137465241007,17
1.7043659687042236,0.07770430972383256,0.4005460739135742,0.07386681257765856,1.5,5000,3,"(1, 2)","{'classifier__C': 1.5, 'tfidf__max_features': 5000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2)}",0.6183002239114167,0.6071712148902207,0.6062281519896641,0.6105665302637672,0.005482083240604349,23
